world,district,ward_number,plot_number,house_size,lotto_entries
Coeurl,Shirogane,20,50,1,8
Siren,Shirogane,27,22,1,25
Siren,Shirogane,22,11,1,14
Behemoth,The Goblet,3,19,2,8
Siren,The Goblet,13,1,1,2
Behemoth,Mist,13,39,1,1
Siren,The Lavender Beds,15,29,1,41
Gilgamesh,Mist,17,28,1,2
Lamia,The Goblet,15,34,2,5
Faerie,Empyreum,15,59,1,4
Behemoth,The Lavender Beds,27,56,1,1
Sargatanas,Mist,28,51,1,8
Sargatanas,Mist,14,19,1,18
Balmung,Empyreum,10,37,2,106
Balmung,Mist,15,17,1,24
Midgardsormr,The Goblet,9,47,1,4
Hyperion,Empyreum,18,55,1,3
Goblin,Empyreum,22,1,1,9
Goblin,The Goblet,28,34,2,10
Goblin,The Goblet,5,19,2,10
Midgardsormr,Empyreum,29,24,1,4
Midgardsormr,The Lavender Beds,12,50,1,3
Hyperion,The Goblet,9,36,2,15
Mateus,Empyreum,18,55,1,34
Zalera,The Goblet,28,50,1,4
Zalera,Mist,3,25,1,1
Brynhildr,Mist,16,16,1,4
Exodus,Mist,19,32,3,100
Jenova,The Lavender Beds,1,36,3,134
Cactuar,Shirogane,24,17,1,15
Cactuar,Shirogane,5,33,1,1
Famfrit,Shirogane,12,11,1,3
Exodus,Shirogane,15,47,1,7
Midgardsormr,Mist,24,14,2,23
Ultros,Shirogane,28,43,2,31
Lamia,Shirogane,30,3,1,9
Lamia,Shirogane,27,20,1,4
Lamia,Shirogane,6,36,1,0
Brynhildr,Empyreum,30,56,2,36
Malboro,Empyreum,18,34,1,1
Balmung,The Goblet,30,8,2,97
Exodus,Mist,16,16,1,2
Mateus,Empyreum,20,8,2,57
Faerie,The Goblet,10,18,1,7
Zalera,The Lavender Beds,11,55,1,4
Mateus,Shirogane,10,5,1,22
Jenova,Empyreum,19,53,1,6
Behemoth,The Lavender Beds,23,17,1,5
Balmung,Mist,16,16,1,22
Gilgamesh,Mist,9,52,1,5
Excalibur,Empyreum,16,16,1,2
Excalibur,Mist,29,17,1,4
Excalibur,Mist,22,20,1,13
Excalibur,Mist,21,51,1,14
Jenova,The Lavender Beds,28,31,2,58
Jenova,The Lavender Beds,13,8,1,7
Jenova,Mist,29,12,1,4
Zalera,Shirogane,22,47,1,10
Zalera,Shirogane,20,31,2,42
Zalera,Shirogane,18,34,1,5
Malboro,Shirogane,3,34,1,1
Jenova,Mist,9,17,1,7
Malboro,The Lavender Beds,26,52,1,9
Malboro,The Lavender Beds,10,14,1,1
Behemoth,The Lavender Beds,19,15,1,2
Lamia,Mist,22,40,1,3
Behemoth,The Goblet,2,50,1,1
Cactuar,The Goblet,15,12,2,75
Goblin,The Goblet,12,1,1,1
Zalera,The Goblet,16,29,1,6
Zalera,The Lavender Beds,15,59,1,10
Ultros,The Goblet,26,9,1,1
Lamia,Empyreum,29,24,1,1
Lamia,Empyreum,28,56,2,21
Lamia,Empyreum,21,15,1,2
Lamia,Empyreum,6,43,1,0
Diabolos,Empyreum,16,58,1,1
Mateus,Mist,21,53,1,27
Mateus,Mist,23,46,1,18
Brynhildr,Shirogane,13,58,2,84
Adamantoise,Shirogane,21,51,1,18
Adamantoise,The Lavender Beds,23,59,1,12
Adamantoise,The Lavender Beds,25,32,1,0
Cactuar,Empyreum,28,11,1,7
Cactuar,Empyreum,12,45,1,3
Cactuar,Shirogane,28,47,1,12
Adamantoise,Shirogane,25,12,1,0
Midgardsormr,The Goblet,24,28,1,2
Midgardsormr,The Goblet,10,55,2,28
Midgardsormr,Mist,26,33,1,2
Midgardsormr,Mist,9,7,2,25
Hyperion,Shirogane,24,14,1,8
Hyperion,The Lavender Beds,21,46,2,46
Hyperion,The Lavender Beds,11,56,1,2
Brynhildr,Mist,20,17,1,5
Brynhildr,Mist,16,25,1,4
Mateus,Empyreum,24,2,2,74
Mateus,Empyreum,22,35,1,13
Mateus,Shirogane,13,28,2,135
Mateus,The Lavender Beds,30,14,1,18
Lamia,Mist,27,1,2,24
Lamia,The Goblet,7,34,2,6
Faerie,Shirogane,21,6,1,12
Faerie,Shirogane,13,25,1,8
Faerie,Empyreum,6,3,1,0
Behemoth,Mist,10,51,1,11
Gilgamesh,Shirogane,25,9,1,1
Gilgamesh,Shirogane,23,15,2,45
Zalera,Empyreum,10,60,3,90
Zalera,Empyreum,6,42,3,43
Lamia,The Lavender Beds,21,27,2,27
Lamia,Shirogane,29,38,2,62
Hyperion,The Lavender Beds,11,30,2,37
Exodus,Shirogane,19,2,1,4
Exodus,Shirogane,8,2,1,3
Exodus,The Lavender Beds,15,52,1,1
Balmung,The Lavender Beds,30,44,1,22
Balmung,The Lavender Beds,2,18,1,25
Balmung,Mist,15,43,1,22
Excalibur,The Lavender Beds,8,46,2,106
Balmung,The Goblet,7,10,1,23
Jenova,Mist,10,28,1,6
Coeurl,Empyreum,19,28,1,7
Siren,Empyreum,17,30,3,140
Behemoth,Shirogane,22,44,1,4
Jenova,Shirogane,16,45,2,100
Exodus,Empyreum,10,20,1,1
Famfrit,Shirogane,18,8,2,61
Goblin,The Lavender Beds,6,35,2,21
Balmung,Shirogane,24,39,1,37
Ultros,Shirogane,30,2,1,5
Ultros,Shirogane,30,1,2,64
Excalibur,The Goblet,16,53,1,2
Excalibur,The Goblet,15,33,1,1
Malboro,The Lavender Beds,15,22,1,4
Excalibur,Mist,6,55,1,2
Excalibur,The Lavender Beds,14,12,1,7
Excalibur,The Lavender Beds,8,55,1,3
Malboro,The Lavender Beds,23,20,1,4
Malboro,The Goblet,8,38,2,18
Lamia,Mist,17,11,1,2
Leviathan,Shirogane,28,34,1,7
Siren,The Goblet,15,48,1,8
Siren,The Goblet,4,41,2,17
Siren,Mist,12,26,1,4
Siren,Mist,8,24,1,4
Zalera,Shirogane,17,1,2,46
Zalera,Shirogane,13,18,1,4
Diabolos,Empyreum,24,51,2,29
Jenova,The Goblet,21,31,1,7
Lamia,Shirogane,16,27,1,7
Siren,The Goblet,17,23,1,2
Brynhildr,Empyreum,21,47,2,36
Brynhildr,Empyreum,10,32,2,40
Diabolos,Mist,12,15,3,103
Brynhildr,Mist,14,26,1,3
Adamantoise,Shirogane,17,31,2,63
Siren,Shirogane,29,21,1,25
Mateus,The Goblet,30,48,1,23
Mateus,The Goblet,9,39,1,14
Midgardsormr,The Lavender Beds,20,36,3,181
Midgardsormr,The Lavender Beds,12,2,1,6
Sargatanas,The Goblet,7,35,3,44
Exodus,The Lavender Beds,15,29,1,9
Ultros,Shirogane,8,5,1,3
Balmung,The Lavender Beds,1,46,2,188
Sargatanas,The Lavender Beds,24,47,1,14
Goblin,Mist,19,43,1,3
Goblin,Mist,7,12,1,2
Goblin,The Lavender Beds,24,46,2,54
Goblin,The Lavender Beds,19,7,1,3
Goblin,The Lavender Beds,15,50,1,2
Goblin,The Lavender Beds,2,32,1,1
Leviathan,The Lavender Beds,7,19,1,4
Leviathan,Mist,9,3,1,1
Exodus,Mist,4,17,1,1
Gilgamesh,Mist,29,47,1,4
Gilgamesh,Mist,8,7,2,27
Gilgamesh,Mist,1,51,1,7
Lamia,Empyreum,5,31,1,1
Lamia,Empyreum,7,31,1,2
Lamia,Empyreum,15,15,1,4
Lamia,Empyreum,15,50,1,0
Lamia,Empyreum,30,60,3,63
Faerie,Shirogane,19,29,1,13
Faerie,The Goblet,8,25,2,36
Faerie,The Goblet,10,32,1,4
Zalera,Shirogane,13,3,1,13
Goblin,The Lavender Beds,30,48,1,3
Lamia,Mist,15,5,3,157
Goblin,The Goblet,21,19,2,22
Behemoth,Shirogane,22,25,1,1
Behemoth,Shirogane,11,4,1,4
Behemoth,Empyreum,26,2,2,19
Behemoth,Empyreum,14,8,2,16
Behemoth,The Lavender Beds,10,8,1,2
Ultros,The Goblet,17,11,2,20
Behemoth,The Goblet,26,55,2,8
Famfrit,The Goblet,11,29,1,2
Cactuar,The Lavender Beds,24,13,1,7
Mateus,Empyreum,10,50,1,12
Lamia,Empyreum,4,40,1,0
Ultros,The Goblet,14,39,1,0
Ultros,The Goblet,11,11,2,15
Ultros,Mist,14,32,3,73
Ultros,Empyreum,7,28,1,2
Balmung,Shirogane,17,51,1,44
Sargatanas,The Goblet,24,12,2,23
Balmung,The Goblet,11,31,1,19
Ultros,The Lavender Beds,23,9,1,9
Excalibur,Shirogane,21,48,1,7
Hyperion,Mist,14,27,1,1
Hyperion,The Goblet,19,2,1,1
Leviathan,Empyreum,8,57,1,3
Leviathan,Empyreum,8,11,1,2
Leviathan,Empyreum,2,51,2,13
Diabolos,Shirogane,28,11,1,2
Diabolos,Shirogane,28,2,1,2
Diabolos,The Lavender Beds,11,9,1,8
Diabolos,Mist,18,2,3,100
Diabolos,The Goblet,17,49,2,57
Diabolos,The Goblet,18,37,1,2
Diabolos,The Goblet,4,14,1,0
Diabolos,The Goblet,3,15,1,0
Jenova,The Lavender Beds,10,21,2,54
Behemoth,The Goblet,5,5,3,45
Mateus,The Lavender Beds,11,1,2,117
Exodus,The Goblet,29,43,3,48
Exodus,The Goblet,18,54,1,1
Brynhildr,Empyreum,5,24,1,1
Zalera,The Goblet,29,42,2,15
Zalera,The Goblet,8,29,1,3
Adamantoise,Empyreum,18,53,1,3
Adamantoise,Empyreum,12,20,1,2
Adamantoise,The Lavender Beds,9,21,2,73
Cactuar,The Lavender Beds,16,50,1,5
Behemoth,Mist,1,49,1,1
Gilgamesh,Shirogane,26,39,1,4
Balmung,Shirogane,28,28,2,230
Lamia,Shirogane,29,18,1,2
Lamia,Shirogane,16,11,1,3
Sargatanas,Shirogane,20,2,1,5
Balmung,The Goblet,22,16,1,20
Mateus,Empyreum,24,44,1,12
Midgardsormr,Mist,26,19,1,19
Midgardsormr,The Lavender Beds,7,1,2,55
Mateus,The Goblet,6,36,2,48
Mateus,The Lavender Beds,1,53,1,3
Jenova,Mist,19,2,3,113
Jenova,Mist,14,58,1,6
Jenova,The Goblet,5,53,1,1
Lamia,The Lavender Beds,11,22,1,7
Lamia,Mist,15,17,1,6
Lamia,Mist,26,57,1,1
Sargatanas,Mist,4,40,1,1
Malboro,Empyreum,4,47,2,15
Malboro,The Lavender Beds,30,14,1,3
Malboro,The Lavender Beds,6,35,2,22
Malboro,The Lavender Beds,2,47,1,1
Malboro,Mist,30,49,1,18
Famfrit,The Lavender Beds,4,2,1,1
Cactuar,The Lavender Beds,6,39,1,5
Cactuar,Empyreum,28,55,1,6
Gilgamesh,Shirogane,27,3,1,12
Mateus,Shirogane,22,44,1,22
Coeurl,The Goblet,9,26,1,1
Leviathan,Empyreum,25,24,1,1
Hyperion,Mist,16,4,2,41
Hyperion,Mist,12,53,1,1
Goblin,The Lavender Beds,14,35,2,30
Lamia,The Lavender Beds,7,46,2,58
Midgardsormr,The Goblet,19,20,1,4
Lamia,Shirogane,27,22,1,4
Lamia,Shirogane,27,1,2,40
Lamia,Shirogane,12,55,1,2
Lamia,Shirogane,2,35,1,0
Hyperion,The Goblet,26,33,1,1
Hyperion,The Goblet,22,41,2,18
Famfrit,The Goblet,9,34,2,10
Famfrit,The Goblet,5,57,1,1
Jenova,Mist,27,22,1,9
Brynhildr,Mist,29,28,1,5
Brynhildr,Mist,14,27,1,2
Brynhildr,The Lavender Beds,12,35,2,82
Diabolos,Empyreum,28,14,1,4
Diabolos,Empyreum,6,49,1,0
Hyperion,Shirogane,25,24,2,14
Midgardsormr,The Lavender Beds,24,43,1,8
Faerie,Mist,24,18,1,20
Zalera,The Goblet,25,49,2,27
Midgardsormr,Empyreum,27,57,1,3
Midgardsormr,Mist,7,53,1,4
Cactuar,Empyreum,29,35,1,4
Cactuar,Empyreum,28,9,1,3
Cactuar,Empyreum,15,36,1,4
Gilgamesh,The Goblet,15,46,1,2
Cactuar,Mist,20,58,1,3
Cactuar,Mist,7,26,1,6
Exodus,The Goblet,18,7,1,0
Exodus,The Goblet,10,28,1,1
Famfrit,Shirogane,29,15,2,21
Balmung,The Goblet,11,52,1,18
Hyperion,The Goblet,9,35,3,110
Goblin,The Goblet,17,25,2,14
Exodus,Mist,22,16,1,1
Exodus,Mist,10,49,1,14
Malboro,Shirogane,13,41,1,2
Coeurl,The Lavender Beds,17,9,1,15
Ultros,Shirogane,9,48,1,6
Ultros,The Goblet,16,37,1,1
Ultros,The Lavender Beds,2,54,1,3
Brynhildr,Mist,1,57,1,0
Balmung,The Lavender Beds,24,26,1,24
Sargatanas,The Goblet,3,35,3,47
Lamia,The Goblet,5,4,2,6
Leviathan,The Goblet,26,26,1,1
Leviathan,Mist,22,3,1,12
Gilgamesh,The Lavender Beds,26,53,1,4
Adamantoise,Shirogane,18,27,1,6
Adamantoise,Mist,2,10,1,1
Behemoth,The Lavender Beds,7,29,1,17
Malboro,The Goblet,10,53,1,1
Famfrit,Shirogane,11,52,1,6
Siren,Mist,26,42,1,6
Siren,Mist,21,58,1,11
Jenova,The Goblet,21,56,1,3
Behemoth,Shirogane,29,51,1,8
Zalera,Empyreum,25,20,1,0
Cactuar,The Lavender Beds,16,29,1,32
Cactuar,The Lavender Beds,8,48,1,4
Cactuar,The Lavender Beds,5,38,1,1
Famfrit,Shirogane,7,50,1,3
Zalera,Mist,26,38,1,5
Hyperion,Shirogane,20,6,1,7
Midgardsormr,Empyreum,23,37,2,60
Malboro,The Goblet,22,37,1,2
Adamantoise,The Lavender Beds,23,10,1,12
Malboro,Mist,8,30,2,55
Zalera,The Lavender Beds,25,20,1,1
Zalera,The Goblet,18,45,1,2
Zalera,Mist,10,39,1,5
Zalera,Mist,10,7,2,21
Midgardsormr,Mist,23,14,2,23
Lamia,The Goblet,4,45,1,0
Excalibur,The Lavender Beds,13,37,1,6
Goblin,Shirogane,29,40,1,7
Balmung,Shirogane,26,4,1,31
Mateus,Shirogane,2,14,1,11
Famfrit,The Goblet,21,33,1,1
Famfrit,The Goblet,13,38,2,12
Midgardsormr,Mist,1,10,1,1
Jenova,The Lavender Beds,10,49,1,6
Faerie,Shirogane,9,57,1,11
Sargatanas,The Goblet,25,54,1,1
Sargatanas,The Lavender Beds,10,23,1,2
Hyperion,Mist,13,21,1,12
Sargatanas,Mist,14,47,1,0
Gilgamesh,The Goblet,28,37,1,5
Gilgamesh,The Goblet,10,3,1,2
Mateus,The Goblet,8,59,1,18
Gilgamesh,Shirogane,20,31,2,53
Jenova,The Goblet,23,51,1,4
Mateus,The Lavender Beds,9,54,1,13
Siren,Empyreum,8,45,1,4
Siren,Mist,25,52,1,7
Siren,Mist,5,33,1,1
Famfrit,Empyreum,22,32,2,26
Malboro,The Lavender Beds,13,29,1,19
Goblin,Shirogane,5,26,1,0
Cactuar,Empyreum,8,58,1,2
Goblin,The Goblet,20,12,2,14
Goblin,The Goblet,7,26,1,2
Midgardsormr,Shirogane,11,10,1,7
Midgardsormr,Shirogane,3,22,1,6
Midgardsormr,Empyreum,14,5,1,4
Midgardsormr,The Goblet,27,59,1,2
Midgardsormr,The Goblet,18,45,1,4
Midgardsormr,The Goblet,14,26,1,2
Midgardsormr,The Goblet,2,11,2,8
Midgardsormr,The Goblet,2,12,2,8
Jenova,The Lavender Beds,16,29,1,18
Jenova,The Lavender Beds,18,12,1,8
Jenova,Mist,24,24,1,5
Zalera,The Goblet,24,11,2,14
Zalera,The Goblet,8,45,1,3
Jenova,Shirogane,17,39,1,13
Zalera,The Lavender Beds,6,25,1,0
Hyperion,Mist,22,31,2,30
Hyperion,The Lavender Beds,6,25,1,0
Hyperion,The Goblet,8,26,1,1
Hyperion,The Goblet,14,3,1,1
Hyperion,The Goblet,29,8,2,19
Hyperion,Empyreum,24,32,2,44
Hyperion,Empyreum,21,27,1,5
Hyperion,Empyreum,11,6,1,5
Hyperion,Empyreum,20,40,1,2
Exodus,Shirogane,25,50,1,0
Leviathan,The Goblet,15,33,1,1
Faerie,Empyreum,9,40,1,2
Sargatanas,The Lavender Beds,16,54,1,2
Diabolos,Shirogane,29,17,1,5
Balmung,Mist,19,51,1,75
Adamantoise,The Goblet,17,33,1,0
Excalibur,Empyreum,5,33,1,0
Sargatanas,Mist,19,32,3,125
Brynhildr,Mist,21,27,1,4
Brynhildr,Mist,15,17,1,4
Brynhildr,Mist,6,34,2,33
Hyperion,Shirogane,24,50,1,9
Mateus,Mist,28,21,1,58
Gilgamesh,Mist,2,58,1,1
Diabolos,The Goblet,12,48,1,1
Diabolos,The Goblet,11,20,1,3
Diabolos,The Lavender Beds,16,24,1,1
Diabolos,The Lavender Beds,16,29,1,13
Behemoth,The Lavender Beds,25,12,1,1
Jenova,Mist,20,26,1,6
Jenova,Mist,19,19,1,35
Ultros,The Goblet,28,41,2,16
Sargatanas,The Goblet,17,8,2,22
Ultros,Shirogane,19,27,1,5
Ultros,Shirogane,10,41,1,6
Diabolos,The Lavender Beds,22,35,2,69
Faerie,Mist,17,36,2,96
Siren,The Goblet,21,55,2,39
Famfrit,Mist,30,47,1,4
Leviathan,Mist,8,52,1,10
Leviathan,Mist,12,39,1,2
Midgardsormr,Shirogane,26,41,1,3
Midgardsormr,Shirogane,29,12,1,4
Leviathan,Shirogane,8,31,2,108
Lamia,Mist,12,49,1,13
Famfrit,The Goblet,2,13,3,40
Leviathan,The Lavender Beds,29,54,1,3
Leviathan,Mist,18,7,2,39
Sargatanas,The Goblet,3,6,2,9
Diabolos,Mist,5,54,1,1
Gilgamesh,The Lavender Beds,12,12,1,7
Goblin,Empyreum,19,18,2,31
Goblin,Empyreum,10,3,1,1
Siren,The Goblet,26,2,1,2
Faerie,Mist,1,49,1,36
Zalera,The Lavender Beds,27,2,1,11
Faerie,The Goblet,17,34,2,31
Exodus,Mist,15,17,1,5
Goblin,Mist,20,30,2,60
Faerie,Empyreum,19,30,3,178
Goblin,The Lavender Beds,22,48,1,3
Mateus,The Lavender Beds,13,19,1,14
Adamantoise,The Lavender Beds,20,18,1,4
Adamantoise,The Lavender Beds,18,50,1,4
Siren,The Goblet,7,42,2,36
Hyperion,The Lavender Beds,11,10,1,6
Famfrit,Mist,22,25,1,3
Excalibur,Shirogane,30,19,2,85
Malboro,Shirogane,26,51,1,23
Behemoth,Mist,24,32,3,113
Cactuar,The Goblet,30,19,2,139
Diabolos,Empyreum,28,18,2,31
Midgardsormr,Mist,12,4,2,52
Midgardsormr,Mist,21,29,2,31
Lamia,Mist,26,40,1,2
Coeurl,The Goblet,5,59,1,4
Coeurl,The Lavender Beds,4,19,1,2
Adamantoise,Shirogane,10,36,1,4
Sargatanas,Shirogane,12,26,1,6
Zalera,The Goblet,4,50,1,0
Faerie,Shirogane,13,52,1,18
Mateus,The Lavender Beds,19,32,1,13
Faerie,Empyreum,11,14,1,4
Midgardsormr,The Lavender Beds,3,59,1,2
Cactuar,Empyreum,23,53,1,5
Mateus,Empyreum,18,11,1,22
Jenova,Empyreum,24,29,1,7
Behemoth,Shirogane,11,56,1,3
Lamia,The Lavender Beds,7,1,2,22
Malboro,Shirogane,22,23,1,13
Balmung,The Lavender Beds,22,44,1,17
Sargatanas,Mist,20,53,1,2
Faerie,The Goblet,24,54,1,6
Siren,The Goblet,1,58,1,5
Lamia,The Lavender Beds,1,9,1,3
Balmung,Empyreum,24,39,1,32
Coeurl,The Lavender Beds,12,21,2,43
Cactuar,The Lavender Beds,28,43,1,5
Exodus,The Lavender Beds,27,8,1,2
Balmung,The Lavender Beds,2,51,2,80
Malboro,The Goblet,3,27,1,1
Coeurl,Mist,26,1,2,82
Exodus,The Lavender Beds,1,30,2,39
Malboro,The Lavender Beds,19,14,1,2
Lamia,Empyreum,16,37,2,22
Midgardsormr,The Lavender Beds,5,29,1,1
Ultros,Shirogane,13,27,1,6
Ultros,Shirogane,14,15,2,36
Excalibur,The Lavender Beds,23,14,1,8
Coeurl,The Lavender Beds,24,46,2,101
Behemoth,The Lavender Beds,29,27,2,61
Ultros,Mist,11,32,3,78
Malboro,The Goblet,16,11,2,20
Excalibur,Empyreum,11,37,2,51
Lamia,The Lavender Beds,29,9,1,27
Zalera,Shirogane,12,52,1,16
Adamantoise,Mist,21,42,1,1
Gilgamesh,The Goblet,21,11,2,23
Sargatanas,The Goblet,19,8,2,21
Sargatanas,The Lavender Beds,9,22,1,7
Ultros,The Lavender Beds,26,19,1,4
Ultros,The Lavender Beds,3,1,2,16
Faerie,Empyreum,12,57,1,5
Zalera,Mist,8,29,2,45
Brynhildr,Mist,26,29,2,50
Brynhildr,Mist,15,25,1,4
Lamia,The Goblet,5,43,3,29
Balmung,Mist,13,25,1,26
Jenova,The Goblet,9,14,1,11
Leviathan,Mist,19,37,2,37
Mateus,The Lavender Beds,24,34,1,14
Jenova,Mist,10,5,3,171
Zalera,Mist,15,44,2,19
Sargatanas,Shirogane,28,34,1,5
Ultros,Shirogane,10,37,3,141
Goblin,Mist,23,54,1,2
Balmung,The Goblet,17,44,1,33
Balmung,The Lavender Beds,23,10,1,25
Sargatanas,The Lavender Beds,27,27,2,113
Leviathan,Mist,15,46,1,3
Brynhildr,Mist,26,13,1,2
Zalera,Shirogane,18,44,1,8
Jenova,The Lavender Beds,10,60,2,68
Gilgamesh,Mist,26,44,2,29
Gilgamesh,Mist,19,48,1,4
Balmung,The Lavender Beds,27,50,1,22
Famfrit,Mist,19,4,2,32
Faerie,Shirogane,16,41,1,9
Leviathan,Shirogane,28,15,2,55
Faerie,Mist,4,3,1,1
Goblin,Empyreum,10,55,1,2
Brynhildr,The Lavender Beds,4,11,2,79
Behemoth,Empyreum,30,48,2,33
Jenova,The Lavender Beds,12,4,1,8
Sargatanas,Shirogane,17,11,1,2
Siren,Empyreum,28,21,2,75
Malboro,Mist,17,47,1,1
Cactuar,Empyreum,15,54,1,3
Adamantoise,Shirogane,28,38,2,86
Famfrit,Shirogane,11,56,1,4
Hyperion,The Lavender Beds,22,11,2,94
Coeurl,The Goblet,13,20,1,4
Goblin,Shirogane,23,17,1,7
Goblin,Shirogane,24,17,1,5
Goblin,The Goblet,16,26,1,1
Coeurl,Empyreum,26,54,1,5
Coeurl,Empyreum,9,12,3,146
Leviathan,Shirogane,8,5,1,8
Sargatanas,The Lavender Beds,28,10,1,9
Gilgamesh,The Lavender Beds,21,14,1,4
Gilgamesh,The Lavender Beds,8,16,2,88
Mateus,Shirogane,24,44,1,23
Cactuar,The Lavender Beds,30,40,1,11
Zalera,The Lavender Beds,24,31,2,32
Famfrit,Empyreum,24,23,1,1
Siren,Mist,24,52,1,14
Faerie,Mist,13,36,2,99
Brynhildr,The Goblet,18,30,3,119
Brynhildr,The Goblet,9,3,1,1
Faerie,Shirogane,8,31,2,113
Balmung,Empyreum,19,51,2,122
Siren,Empyreum,29,55,1,9
Leviathan,Mist,12,1,2,46
Diabolos,Empyreum,10,7,2,33
Goblin,Mist,27,50,1,11
Gilgamesh,Shirogane,20,36,1,6
Gilgamesh,Shirogane,20,37,3,149
Gilgamesh,Shirogane,28,11,1,6
Cactuar,The Lavender Beds,22,18,1,4
Brynhildr,Shirogane,30,57,1,14
Brynhildr,Shirogane,30,36,1,8
Excalibur,The Lavender Beds,2,32,1,2
Leviathan,The Lavender Beds,11,24,1,3
Goblin,The Goblet,10,21,1,1
Goblin,The Goblet,5,3,1,0
Balmung,The Goblet,29,14,1,30
Faerie,The Goblet,30,16,1,6
Balmung,Empyreum,20,46,1,31
Balmung,Mist,22,56,1,22
Mateus,Shirogane,7,17,1,46
Zalera,Mist,15,38,1,5
Cactuar,The Goblet,16,7,1,9
Gilgamesh,Mist,11,22,1,3
Gilgamesh,Mist,7,15,3,127
Lamia,Empyreum,18,59,1,0
Famfrit,Mist,17,7,2,15
Diabolos,Empyreum,16,25,1,1
Balmung,Mist,25,56,1,22
Faerie,Shirogane,22,55,1,12
Malboro,Shirogane,13,1,2,105
Balmung,The Lavender Beds,22,40,1,24
Adamantoise,Shirogane,18,32,1,5
Famfrit,Shirogane,21,13,2,21
Adamantoise,Shirogane,9,19,2,62
Adamantoise,Mist,8,2,3,154
Zalera,Empyreum,12,7,2,27
Gilgamesh,Shirogane,26,35,1,4
Zalera,Shirogane,18,54,2,32
Behemoth,The Goblet,7,58,1,1
Mateus,Mist,7,36,2,210
Siren,Shirogane,7,4,1,12
Lamia,Mist,20,43,1,1
Lamia,Mist,15,11,1,2
Lamia,Shirogane,9,34,1,2
Sargatanas,Mist,2,2,3,103
Diabolos,The Lavender Beds,11,39,1,11
Mateus,Mist,24,42,1,21
Zalera,The Lavender Beds,27,3,3,99
Mateus,Empyreum,23,13,1,13
Hyperion,Mist,11,29,2,31
Excalibur,Mist,27,15,3,371
Balmung,Shirogane,25,12,1,16
Leviathan,The Goblet,19,36,2,33
Faerie,Empyreum,15,54,1,4
Gilgamesh,The Goblet,1,54,1,0
Ultros,Empyreum,24,55,1,4
Ultros,The Goblet,11,33,1,1
Exodus,The Lavender Beds,20,28,3,106
Adamantoise,Empyreum,17,53,1,1
Adamantoise,The Goblet,17,16,1,2
Jenova,The Lavender Beds,15,9,1,13
Midgardsormr,Shirogane,8,50,1,4
Behemoth,The Goblet,24,49,2,13
Coeurl,The Lavender Beds,6,2,1,0
Brynhildr,The Lavender Beds,20,14,1,11
Zalera,Mist,26,56,1,4
Siren,Empyreum,10,24,1,9
Leviathan,Shirogane,13,43,2,46
Siren,Mist,20,40,1,9
Malboro,The Lavender Beds,15,34,1,2
Ultros,Shirogane,24,55,1,2
Faerie,Mist,7,13,1,9
Coeurl,The Lavender Beds,8,39,1,12
Adamantoise,The Lavender Beds,5,59,1,1
Mateus,The Lavender Beds,26,17,1,30
Faerie,Shirogane,11,51,1,18
Zalera,The Goblet,14,25,2,17
Goblin,The Lavender Beds,7,2,1,2
Cactuar,Shirogane,1,32,1,4
Malboro,Empyreum,19,37,2,19
Balmung,Shirogane,28,41,1,27
Zalera,The Lavender Beds,14,31,2,33
Exodus,Shirogane,29,21,1,8
Exodus,Mist,2,46,1,0
Gilgamesh,Empyreum,1,15,1,0
Coeurl,Shirogane,4,30,3,98
Coeurl,Mist,28,13,1,6
Siren,Shirogane,7,16,3,195
Brynhildr,The Lavender Beds,24,20,1,12
Cactuar,The Goblet,6,18,1,0
Behemoth,Shirogane,28,50,1,3
Leviathan,The Goblet,14,3,1,0
Faerie,Empyreum,16,28,1,4
Leviathan,The Lavender Beds,21,47,1,9
Sargatanas,Mist,27,46,1,2
Siren,Empyreum,28,9,1,5
Famfrit,The Goblet,13,44,1,3
Famfrit,Shirogane,29,29,1,6
Gilgamesh,Mist,5,18,1,0
Goblin,Empyreum,16,22,3,90
Lamia,The Goblet,28,27,1,0
Lamia,The Goblet,28,29,1,0
Lamia,The Goblet,24,8,2,22
Excalibur,Shirogane,24,31,2,65
Excalibur,The Goblet,22,56,1,2
Lamia,The Lavender Beds,5,33,3,90
Jenova,Empyreum,30,60,3,133
Jenova,Empyreum,22,44,1,3
Diabolos,Shirogane,21,51,1,6
Diabolos,Shirogane,15,15,2,29
Diabolos,Shirogane,5,54,2,31
Leviathan,Shirogane,24,15,2,20
Leviathan,Empyreum,6,51,2,4
Malboro,The Goblet,30,6,2,4
Malboro,The Goblet,15,6,2,6
Goblin,The Goblet,21,26,1,2
Brynhildr,The Goblet,9,56,1,1
Hyperion,Mist,23,1,2,37
Hyperion,Empyreum,19,42,3,100
Balmung,Empyreum,24,31,1,23
Faerie,Shirogane,1,35,1,0
Adamantoise,Shirogane,6,23,1,1
Adamantoise,Empyreum,6,43,1,1
Adamantoise,The Goblet,3,19,2,21
Brynhildr,The Lavender Beds,13,36,3,104
Brynhildr,Shirogane,23,28,2,61
Brynhildr,Shirogane,9,55,1,4
Mateus,The Goblet,19,32,1,17
Zalera,Mist,5,37,2,18
Midgardsormr,The Goblet,4,42,2,3
Mateus,Mist,15,17,1,26
Midgardsormr,Empyreum,17,45,1,1
Mateus,Empyreum,30,20,1,16
